HGNC ID	Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:7190	MOCS1		MOCOD	NM_005943	4337
HGNC:7191	MOCS1P1	MOCS1P2			27187
HGNC:7193	MOCS2		MOCO1	NM_183418	4338
HGNC:7197	MOG		BTN6, BTNL11	NM_002433	4340
HGNC:7198	MORC1	MORC	ZCW6, CT33		27136
HGNC:7199	MOS			NM_005372	4342
HGNC:72	ABCF3		EST201864	NM_018358	55324
HGNC:720	ARSEP1	ARSEP		NG_000880	10033
HGNC:7200	MOV10		gb110, MGC2948, fSAP113	NM_020963	4343
HGNC:7201	MOV10L1		DJ402G11.8, DKFZp434B0717, CHAMP	NM_018995	54456
HGNC:7202	PSMD7P1	MOV34L, PSMD7L		NG_002412	280637
HGNC:7203	CD200	MOX1, MOX2	MRC, OX-2		4345
HGNC:7207	MPDU1		SL15, Lec35, PQLC5, CDGIf		9526
HGNC:7208	MPDZ		MUPP1	NM_003829	8777
HGNC:7209	MPE				
HGNC:721	ARSF				416
HGNC:7210	MPFD		CFTD, CFTDM		
HGNC:7211	MPG		MDG		4350
HGNC:7212	KIF20B	MPHOSPH1	MPP1, KRMP1, CT90	NM_016195	9585
HGNC:7213	MPHOSPH10		MPP10, MPP10P, CT90, PPP1R106	NM_005791	10199
HGNC:7214	MPHOSPH6		MPP6	NM_005792	10200
HGNC:7215	MPHOSPH9		MPP9		10198
HGNC:7216	MPI				4351
HGNC:7217	MPL		CD110, TPOR	NM_005373	4352
HGNC:7218	MPO				4353
HGNC:7219	MPP1	DXS552E	PEMP	NM_002436	4354
HGNC:722	ARSFP1	ARSFP		NG_002804	23757
HGNC:7220	MPP2	DLG2	DKFZp761D0712	NM_005374	4355
HGNC:7221	MPP3	DLG3		NM_001932	4356
HGNC:7223	MPST		MST, TST2	NM_001013440	4357
HGNC:7224	MPV17		SYM1	NM_002437	4358
HGNC:7225	MPZ	CMT1, CMT1B	HMSNIB	NM_000530	4359
HGNC:7226	MPZL1		PZR, FLJ21047	NM_024569	9019
HGNC:7227	MRAS		M-RAs, R-RAS3, RRAS3		22808
HGNC:7228	MRC1	MRC1L1	CLEC13D, CD206, bA541I19.1, CLEC13DL	NM_002438	4360
HGNC:723	ART1		ART2, CD296	NM_004314	417
HGNC:7230	MRE11A	MRE11	ATLD	NM_005591	4361
HGNC:7231	MRE11B		hMRE11B	NG_001157	4362
HGNC:7234	MRRF		RRF	NM_138777	92399
HGNC:7236	MRSD				4364
HGNC:7237	MRVI1		JAW1L, IRAG	NM_001098579	10335
HGNC:724	ART2P	RT6	ART1P	NG_001076	418
HGNC:7240	MRX11				4375
HGNC:7241	MRX12				4376
HGNC:7243	MRX14				4378
HGNC:7244	MRX15				4379
HGNC:7246	MRX17				4381
HGNC:7247	MRX18				4382
HGNC:725	ART3			NM_001179	419
HGNC:7250	MRX20				4384
HGNC:7253	MRX23				4387
HGNC:7254	MRX24				4388
HGNC:7255	MRX25				4389
HGNC:7256	MRX26				4390
HGNC:7257	MRX27				4391
HGNC:7258	MRX28				4392
HGNC:726	ART4	DO	DOK1, CD297	NM_021071	420
HGNC:7262	MRX31				4395
HGNC:7266	MRX35				4400
HGNC:7268	MRX37				4402
HGNC:727	ARTN		NBN, EVN, ENOVIN	NM_057090	9048
HGNC:7270	MRX39				4404
HGNC:7271	MRX4				4366
HGNC:7272	MRX40				4405
HGNC:7274	MRX42				4406
HGNC:728	ARVCF			NM_001670	421
HGNC:7281	MRX49				4412
HGNC:7282	MRX5				4369
HGNC:7283	MRX50				4413
HGNC:7284	MRX51				4414
HGNC:7285	MRX52				4415
HGNC:7286	MRX53				4416
HGNC:7289	MRX56				4419
HGNC:7290	MRX57				4420
HGNC:7293	MRX6				4370
HGNC:7295	MRX61				4424
HGNC:7298	MRX64				4427
HGNC:7299	MRX65				4428
HGNC:73	ABCG1		ABC8	NM_207174	9619
HGNC:7300	MRX66				23700
HGNC:7301	MRX67				23699
HGNC:7303	MRX69				23697
HGNC:7304	MRX7				4371
HGNC:7305	MRX70				23696
HGNC:7307	MRX73				23694
HGNC:7309	MRX75				89760
HGNC:731	ARVD3				424
HGNC:7311	MRX8				4372
HGNC:7313	MRXS7				4429
HGNC:7314	MS		MS1		4397
HGNC:7315	MS4A1	CD20	B1, Bp35, MS4A2		931
HGNC:7316	MS4A2	FCER1B, IGER, APY	MS4A1		2206
HGNC:7317	MS4A3	CD20L	HTM4		932
HGNC:7318	MSBP1				4431
HGNC:7319	MSBP2				4432
HGNC:732	ARVD4				425
HGNC:7321	MSC		ABF-1, bHLHa22	NM_005098	9242
HGNC:7322	MSD				4434
HGNC:7323	SEPT9	MSF	MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1	NM_006640	10801
HGNC:7325	MSH2	COCA1	HNPCC, HNPCC1		4436
HGNC:7326	MSH3		DUP, MRP1	NM_002439	4437
HGNC:7327	MSH4			NM_002440	4438
HGNC:7328	MSH5				4439
HGNC:7329	MSH6	GTBP		NM_000179	2956
HGNC:7330	MSI1			NM_002442	4440
HGNC:7332	MSK10				4448
HGNC:735	ASAH1	ASAH	AC, PHP32, FLJ21558	NM_004315	427
HGNC:7356	MSK32				4467
HGNC:736	NAAA	ASAHL			27163
HGNC:7362	MSK38				4473
HGNC:7369	MSK9				4447
HGNC:7370	MSL3	MSL3L1		NM_006800	10943
HGNC:7371	MSLN		CAK1, MPF		10232
HGNC:7372	MSMB		PSP-94, PSP57, PSP94, IGBF, MSP, MSPB, PN44, PRPS, PSP	NM_002443, NM_138634	4477
HGNC:7373	MSN			NM_002444	4478
HGNC:7374	MSNP1	MSNL1		NG_003032	4479
HGNC:7376	MSR1		SCARA1, CD204		4481
HGNC:7377	MSRA			NM_012331	4482
HGNC:738	ASCL1		ASH1, HASH1, bHLHa46		429
HGNC:7380	MST1	D3F15S2, HGFL, DNF15S2	MSP, NF15S2	NM_020998	4485
HGNC:7381	MST1R	RON, PTK8	CDw136, CD136		4486
HGNC:7383	MST1P2	MSTP2	MSPL2, MSPL-2		11209
HGNC:739	ASCL2		ASH2, HASH2, bHLHa45	NM_005170	430
HGNC:7390	MST1L	MSTP7, MSTP9, MST1P9	D1F15S1A, MSPL7, MSPL-7	NM_001271733	11223
HGNC:7391	MSX1	HOX7	HYD1, OFC5		4487
HGNC:7392	MSX2	PFM1	CRS2, FPP, HOX8, MSH, PFM		4488
HGNC:7393	MT1A	MT1, MT1S		NM_005946	4489
HGNC:7394	MT1B	MT1, MT1Q		NM_005947	4490
HGNC:7395	MT1CP			NG_005880	441771
HGNC:7396	MT1DP		MTM		326343
HGNC:7397	MT1E	MT1	MTD	NM_175617	4493
HGNC:7398	MT1F	MT1		NM_005949	4494
HGNC:7399	MT1G	MT1	MT1K	NM_005950	4495
HGNC:74	ABCG2		EST157481, MXR, BCRP, ABCP, CD338	NM_004827	9429
HGNC:740	ASCL3		bHLHa42, HASH3, Sgn1		56676
HGNC:7400	MT1H	MT1		NM_005951	4496
HGNC:7401	MT1IP	MT1, MT1I	MTE		644314
HGNC:7402	MT1JP	MT1, MT1NP, MT1J	MTB	NM_175622	4498
HGNC:7404	MT1L	MT1	MTF, MT1R		4500
HGNC:7405	MT1X	MT1	MT-1l	NM_005952	4501
HGNC:7406	MT2A	MT2		NM_005953	4502
HGNC:7407	MT2P1			NG_001158	4503
HGNC:7408	MT3		GIF	NM_005954	4504
HGNC:7409	MT7SDNA				
HGNC:741	ASD1				431
HGNC:7410	MTA1				9112
HGNC:7411	MTA2	MTA1L1	MTA1-L1	NM_004739	9219
HGNC:7413	MTAP		MSAP, c86fus	NM_002451	4507
HGNC:7414	MT-ATP6	MTATP6, RP	ATP6, ATPase-6, Su6m	YP_003024031	4508
HGNC:7415	MT-ATP8	MTATP8	ATP8, A6L	YP_003024030	4509
HGNC:7416	MTATT				
HGNC:7417	MTBP			NM_022045	27085
HGNC:7419	MT-CO1	MTCO1	COX1, COI	YP_003024028	4512
HGNC:742	ASGR1		CLEC4H1	NM_001671	432
HGNC:7420	MTCO1P1			NG_027865	56167
HGNC:7421	MT-CO2	MTCO2	COX2, CO2	YP_003024029	4513
HGNC:7422	MT-CO3	MTCO3	COX3, COIII, CO3	YP_003024032	4514
HGNC:7423	MTCP1		P13MTCP1, p8MTCP1	NM_001018025	4515
HGNC:7424	MTCSB1				
HGNC:7425	MTCSB2				
HGNC:7426	MTCSB3				
HGNC:7427	MT-CYB	MTCYB	COB, CYTB, UQCR3	YP_003024038	4519
HGNC:7428	MTF1			NM_005955	4520
HGNC:743	ASGR2		CLEC4H2	NM_080914	433
HGNC:7432	MTHFD1	MTHFC, MTHFD			4522
HGNC:7433	MTHFD1P1	MTHFDL1, MTHFDP1			4523
HGNC:7434	MTHFD2				10797
HGNC:7436	MTHFR			NM_005957	4524
HGNC:7437	MTHFS		HsT19268	NM_006441	10588
HGNC:7438	MTHPR				
HGNC:7439	MTHSP1				
HGNC:744	ASH2L	ASH2L1	ASH2L2, ASH2, Bre2	NM_004674	9070
HGNC:7440	MTHSP2				
HGNC:7441	MTIF2		IF-2mt	NM_002453	4528
HGNC:7442	MT1XP1	MTL1			645652
HGNC:7444	MTL3P	MTL3			4531
HGNC:7446	MTL5		CXCDC2	NM_004923	9633
HGNC:7447	MTLSP				
HGNC:7448	MTM1			NM_000252	4534
HGNC:7449	MTMR1			NM_003828, NM_176789	8776
HGNC:745	ASIP	AGTIL	ASP		434
HGNC:7450	MTMR2	CMT4B	KIAA1073	NM_016156	8898
HGNC:7451	MTMR3		KIAA0371, ZFYVE10, FYVE-DSP1	NM_021090	8897
HGNC:7452	MTMR4		KIAA0647, ZFYVE11	NM_004687	9110
HGNC:7453	MTMR6			NM_004685	9107
HGNC:7454	MTMR7			NM_004686	9108
HGNC:7455	MT-ND1	MTND1	ND1, NAD1	YP_003024026	4535
HGNC:7456	MT-ND2	MTND2	ND2, NAD2	YP_003024027	4536
HGNC:7457	MTND2P1				387315
HGNC:7458	MT-ND3	MTND3	ND3, NAD3	YP_003024033	4537
HGNC:7459	MT-ND4	MTND4, LHON	ND4, NAD4	YP_003024035	4538
HGNC:746	ASL			NM_000048	435
HGNC:7460	MT-ND4L	MTND4L	ND4L, NAD4L	YP_003024034	4539
HGNC:7461	MT-ND5	MTND5	ND5, NAD5	YP_003024036	4540
HGNC:7462	MT-ND6	MTND6	NAD6, ND6	YP_003024037	4541
HGNC:7463	MTNR1A		MEL-1A-R		4543
HGNC:7464	MTNR1B				4544
HGNC:7465	MTOHR				
HGNC:7466	MTOLR				
HGNC:7467	MTTP	MTP	ABL		4547
HGNC:7468	MTR		cblG	NM_000254	4548
HGNC:7469	MTRF1		RF1, MTTRF1, MGC47721	NM_004294	9617
HGNC:747	ASLP1	ASLL		NG_002637	436
HGNC:7470	MT-RNR1	MTRNR1			4549
HGNC:7471	MT-RNR2	MTRNR2	HN	NC_012920	4550
HGNC:7472	MTRNR3				
HGNC:7473	MTRR		cblE		4552
HGNC:7475	MT-TA	MTTA	trnA		4553
HGNC:7476	MTTAS				
HGNC:7477	MT-TC	MTTC	trnC		4511
HGNC:7478	MT-TD	MTTD	trnD		4555
HGNC:7479	MT-TE	MTTE	trnE		4556
HGNC:7480	MTTER				
HGNC:7481	MT-TF	MTTF	trnF		4558
HGNC:7482	MTTFH				
HGNC:7483	MTTFL				
HGNC:7484	MTTFX				
HGNC:7485	MTTFY				
HGNC:7486	MT-TG	MTTG	trnG		4563
HGNC:7487	MT-TH	MTTH	trnH		4564
HGNC:7488	MT-TI	MTTI	trnI		4565
HGNC:7489	MT-TK	MERRF, MTTK	trnK		4566
HGNC:7490	MT-TL1	MTTL1	TRNL1		4567
HGNC:7491	MT-TL2	MTTL2	TRNL2		4568
HGNC:7492	MT-TM	MTTM	trnM		4569
HGNC:7493	MT-TN	MTTN	trnN		4570
HGNC:7494	MT-TP	MTTP	trnP		4571
HGNC:7495	MT-TQ	MTTQ	trnQ		4572
HGNC:7496	MT-TR	MTTR	trnR		4573
HGNC:7497	MT-TS1	MTTS1	TRNS1		4574
HGNC:7498	MT-TS2	MTTS2	TRNS2, RP8		4575
HGNC:7499	MT-TT	MTTT, LIMM	trnT		4576
HGNC:750	ASMT		HIOMT, ASMTY, HIOMTY	NM_004043	438
HGNC:7500	MT-TV	MTTV	trnV		4577
HGNC:7501	MT-TW	MTTW	trnW		4578
HGNC:7502	MT-TY	MTTY	trnY		4579
HGNC:7504	MTX1	MTX	MTXN	NM_198883	4580
HGNC:7505	MTX1P1	MTXP, MTX1P		NG_001160	4581
HGNC:7506	MTX2			NM_006554	10651
HGNC:7508	MUC1	PUM, MCKD1	CD227, PEM, ADMCKD, ADMCKD1, MCKD, MCD	NM_002456	4582
HGNC:751	ASMTL			NM_004192	8623
HGNC:7510	MUC12	MUC11		XM_379904	10071
HGNC:7511	MUC13	DRCC1		NM_033049	56667
HGNC:7512	MUC2			NM_002457	4583
HGNC:7513	MUC3A	MUC3		XM_001725354	4584
HGNC:7514	MUC4			NM_018406	4585
HGNC:7515	MUC5AC		MUC5	XM_001130382	4586
HGNC:7516	MUC5B	MUC5	MG1	XM_001126093	727897
HGNC:7517	MUC6			XM_290540	4588
HGNC:7518	MUC7		FLJ27047, MG2	NM_152291	4589
HGNC:7519	MUC8				100129528
HGNC:752	ASNA1		ARSA-I, GET3, TRC40	NM_004317	439
HGNC:7521	CDHR5	MUCDHL, MUPCDH	FLJ20219, MU-PCDH	NM_021924	53841
HGNC:7523	TRIM37	MUL	KIAA0898, POB1, TEF3	NM_015294	4591
HGNC:7525	MUSK				4593
HGNC:7526	MUT				4594
HGNC:7527	MUTYH		MYH	NM_012222	4595
HGNC:7529	MVD		MPD	NM_002461	4597
HGNC:753	ASNS			NM_001673, NM_183356	440
HGNC:7530	MVK		LRBP, MK	NM_000431	4598
HGNC:7531	MVP		LRP, VAULT1	NM_005115	9961
HGNC:7532	MX1		IFI-78K, MxA		4599
HGNC:7533	MX2		MXB	NM_002463	4600
HGNC:7534	MXI1		MXD2, MAD2, MXI, bHLHc11	NM_130439	4601
HGNC:7539	MXRA5		DKFZp564I1922	NM_015419	25878
HGNC:754	ASNSP1	ASNSL1			389652
HGNC:7541	MXRA7		FLJ46603, TMAP1, PS1TP1	NM_001008529	439921
HGNC:7542	MXRA8		DKFZp586E2023	NM_032348	54587
HGNC:7544	MYADM			NM_138373	91663
HGNC:7545	MYB		c-myb		4602
HGNC:7546	MYBBP1A		P160, PAP2, FLJ37886	NM_014520	10514
HGNC:7547	MYBL1		AMYB, A-myb	XM_034274	4603
HGNC:7548	MYBL2		BMYB, B-MYB	NM_002466	4605
HGNC:7549	MYBPC1				4604
HGNC:755	ASNSP2	ASNSL2			442
HGNC:7550	MYBPC2		MYBPCF, MYBPC, MGC163408	NM_004533	4606
HGNC:7551	MYBPC3	CMH4	MYBP-C, FHC		4607
HGNC:7552	MYBPH			NM_004997	4608
HGNC:7553	MYC		c-Myc, bHLHe39, MYCC		4609
HGNC:7554	MYCBP		AMY-1	NM_012333	26292
HGNC:7555	MYCL	MYCL1	LMYC, bHLHe38	NM_001033082	4610
HGNC:7556	MYCLP1	MYCL2, MYCL1P1		NG_009866	4611
HGNC:7557	MYCLP3	MYCL3			9964
HGNC:7558	MYCLK1				4612
HGNC:7559	MYCN	NMYC	bHLHe37, N-myc, MYCNOT	NM_005378	4613
HGNC:756	ASPA		ASP, ACY2	NM_000049	443
HGNC:7562	MYD88			NM_002468	4615
HGNC:7563	MYEOV		OCIM		26579
HGNC:7565	MYF5		bHLHc2	NM_005593	4617
HGNC:7566	MYF6		MRF4, bHLHc4	NM_002469	4618
HGNC:7567	MYH1		MYHSA1, MYHa, MyHC-2X/D, MGC133384	NM_005963	4619
HGNC:7568	MYH10		NMMHCB		4628
HGNC:7569	MYH11		SMMHC, SMHC	NM_001040113	4629
HGNC:757	ASPH		CASQ2BP1, BAH, JCTN, HAAH	NM_004318	444
HGNC:7571	MYH13		MyHC-eo	NM_003802	8735
HGNC:7572	MYH2	IBM3	MYH2A, MYHSA2, MyHC-IIa, MYHas8, MyHC-2A	NM_017534	4620
HGNC:7573	MYH3		MYHC-EMB, MYHSE1, HEMHC, SMHCE	NM_002470	4621
HGNC:7574	MYH4		MYH2B, MyHC-2B, MyHC-IIb	NM_017533	4622
HGNC:7576	MYH6				4624
HGNC:7577	MYH7	CMH1, MPD1	CMD1S	NM_000257	4625
HGNC:7578	MYH8		MyHC-peri, MyHC-pn	NM_002472	4626
HGNC:7579	MYH9	DFNA17	NMMHCA, NMHC-II-A, MHA, FTNS, EPSTS	NM_002473	4627
HGNC:758	ASS1	ASS	CTLN1	NM_000050	445
HGNC:7580	MYHK				4630
HGNC:7582	MYL1			NM_079420	4632
HGNC:7583	MYL2		CMH10	NM_000432	4633
HGNC:7584	MYL3		CMH8, VLC1, MLC1V, MLC1SB	NM_000258	4634
HGNC:7585	MYL4		ALC1, AMLC, GT1, PRO1957	NM_001002841	4635
HGNC:7586	MYL5			NM_002477	4636
HGNC:7587	MYL6		ESMLC, MLC3NM, MLC1SM		4637
HGNC:7588	MYL6P1	MYL6P		NG_000917	54043
HGNC:7589	MYL8P		BING3		442204
HGNC:759	ASS1P1	ASSP1		NG_001077	442167
HGNC:7590	MYLK		MLCK, smMLCK, MYLK1, MLCK1	NM_053025	4638
HGNC:7591	MYLKP1	MYLKP		NG_009879	9430
HGNC:7592	MYLL1				4639
HGNC:7593	MYO10		KIAA0799	NM_012334	4651
HGNC:7594	MYO15A	DFNB3, MYO15		NM_016239	51168
HGNC:7595	MYO1A	MYHL, DFNA48		NM_005379	4640
HGNC:7596	MYO1B		myr1	NM_012223	4430
HGNC:7597	MYO1C		myr2		4641
HGNC:7598	MYO1D		KIAA0727, myr4, PPP1R108		4642
HGNC:7599	MYO1E		MYO1C, HuncM-IC, MGC104638	NM_004998	4643
HGNC:76	ABL1	ABL	JTK7, c-ABL, p150	NM_007313	25
HGNC:760	ASS1P10	ASSP10		NG_003021	455
HGNC:7600	MYO1F				4542
HGNC:7601	MYO3A	DFNB30		NM_017433	53904
HGNC:7602	MYO5A	MYH12	MYO5, GS1, MYR12	NM_000259	4644
HGNC:7603	MYO5B		KIAA1119		4645
HGNC:7604	MYO5C		MGC74969	NM_018728	55930
HGNC:7605	MYO6	DFNA22, DFNB37	KIAA0389	NM_004999	4646
HGNC:7606	MYO7A	USH1B, DFNB2, DFNA11	NSRD2	NM_000260	4647
HGNC:7607	MYO7B			XM_291001	4648
HGNC:7608	MYO9A		FLJ11061, FLJ13244, MGC71859	NM_006901	4649
HGNC:7609	MYO9B	CELIAC4			4650
HGNC:761	ASS1P11	ASSP11	TCAG_1641141	NG_008639	340274
HGNC:7610	MYOC	GLC1A	TIGR, JOAG1	NM_000261	4653
HGNC:7611	MYOD1	MYF3	PUM, MYOD, bHLHc1	NM_002478	4654
HGNC:7612	MYOG	MYF4	bHLHc3	NM_002479	4656
HGNC:7613	MYOM1			NM_003803	8736
HGNC:7614	MYOM2			NM_003970	9172
HGNC:7615	MYP1				4657
HGNC:7616	MYP2				4658
HGNC:7617	MYP3				8782
HGNC:7618	PPP1R12A	MYPT1	MBS, M130	NM_002480	4659
HGNC:7619	PPP1R12B	MYPT2	MGC87886, MGC131980, PP1bp55	NM_032105	4660
HGNC:762	ASS1P12	ASSP12		NG_005207	392302
HGNC:7620	MYSA				4655
HGNC:7622	MYT1	PLPB1	MTF1, MYTI, ZC2HC4A, NZF2	NM_004535	4661
HGNC:7623	MYT1L		KIAA1106, NZF1, ZC2HC4B	NM_015025	23040
HGNC:7626	NAB1			NM_005966	4664
HGNC:7627	NAB2		MADER	NM_005967	4665
HGNC:7629	NACA		NACA1	NM_005594	4666
HGNC:763	ASS1P13	ASSP13		NG_011669	341230
HGNC:7631	NAGA		D22S674		4668
HGNC:7632	NAGLU		NAG	NM_000263	4669
HGNC:7634	NAIP	BIRC1	NLRB1	NM_004536	4671
HGNC:7637	NAP1L1		NRP, NAP1, NAP1L, MGC8688, MGC23410	NM_139207	4673
HGNC:7638	NAP1L2		BPX, MGC26243	NM_021963	4674
HGNC:7639	NAP1L3		MB20, NPL3, MGC26312	NM_004538	4675
HGNC:764	ASS1P14	ASSP14			459
HGNC:7640	NAP1L4		NAP2	NM_005969	4676
HGNC:7641	NAPA			NM_003827	8775
HGNC:7642	NAPG			NM_003826	8774
HGNC:7643	NARS		NARS1	NM_004539	4677
HGNC:7644	NASP		FLB7527, FLJ31599, FLJ35510, MGC19722, MGC20372, MGC2297, DKFZp547F162, PRO1999	NM_002482	4678
HGNC:7645	NAT1	AAC1		NM_000662	9
HGNC:7646	NAT2	AAC2		NM_000015	10
HGNC:7648	NBEA		KIAA1544, BCL8B, FLJ10197	NM_015678	26960
HGNC:765	ASS1P2	ASSP2		NG_000845	447
HGNC:7650	NBL1		D1S1733E, NB, DAN, NO3, DAND1	NM_005380	4681
HGNC:7652	NBN	NBS, NBS1	ATV, AT-V2, AT-V1	NM_001024688	4683
HGNC:7655	NCALD				83988
HGNC:7656	NCAM1		NCAM, CD56	NM_000615	4684
HGNC:7657	NCAM2		NCAM21, MGC51008	NM_004540	4685
HGNC:7658	NCBP1	NCBP	CBP80, Sto1	NM_002486	4686
HGNC:7659	NCBP2		NIP1, CBP20, Cbc2	NM_007362	22916
HGNC:766	ASS1P3	ASSP3		NG_012998	158452
HGNC:7660	NCF1		p47phox, NOXO2, NCF1A, SH3PXD1A	NM_000265	653361
HGNC:7661	NCF2		p67phox, NOXA2	NM_000433	4688
HGNC:7662	NCF4		p40phox, SH3PXD4	NM_000631	4689
HGNC:7664	NCK1	NCK	NCKalpha	NM_006153	4690
HGNC:7665	NCK2		NCKbeta	NM_003581	8440
HGNC:7666	NCKAP1		Nap1, HEM2, NAP125	NM_205842	10787
HGNC:7667	NCL		C23	NM_005381	4691
HGNC:7668	NCOA1		SRC1, F-SRC-1, NCoA-1, KAT13A, RIP160, bHLHe74	NM_147223	8648
HGNC:7669	NCOA2		TIF2, GRIP1, NCoA-2, KAT13C, bHLHe75		10499
HGNC:767	ASS1P4	ASSP4		NG_000846	449
HGNC:7670	NCOA3		RAC3, AIB1, ACTR, p/CIP, TRAM-1, CAGH16, TNRC16, KAT13B, bHLHe42, SRC-3, SRC3	NM_006534	8202
HGNC:7671	NCOA4		ARA70, RFG, ELE1, PTC3, DKFZp762E1112	NM_005437	8031
HGNC:7672	NCOR1		N-CoR, hCIT529I10, TRAC1, hN-CoR, KIAA1047, MGC104216, PPP1R109	NM_006311	9611
HGNC:7673	NCOR2		SMRT, SMRTE, TRAC-1, CTG26, TNRC14	NM_006312	9612
HGNC:7675	NDN		HsT16328, PWCR	NM_002487	4692
HGNC:7677	NDNL2		HCA4, MAGEG1, MAGEL3, NSE3, NSMCE3	NM_138704	56160
HGNC:7678	NDP	EVR2	norrin	NM_000266	4693
HGNC:7679	NDRG1	CAP43	DRG1, RTP, TDD5, NDR1		10397
HGNC:768	ASS1P5	ASSP5		NG_000847	450
HGNC:7680	NDST1	HSST	NST1	NM_001543	3340
HGNC:7681	NDST2		NST2, HSST2	NM_003635	8509
HGNC:7682	NDST3		HSST3	NM_004784	9348
HGNC:7683	NDUFA1		MWFE, CI-MWFE	NM_004541	4694
HGNC:7684	NDUFA10		CI-42k	NM_004544	4705
HGNC:7685	NDUFA2		B8	NM_002488	4695
HGNC:7686	NDUFA3		B9	NM_004542	4696
HGNC:7687	NDUFA4		MLRQ, CI-9k	NM_002489	4697
HGNC:7688	NDUFA5		B13, NUFM, CI-13KD-B, UQOR13, CI-13kB	NM_005000	4698
HGNC:7689	NDUFA5P1				4699
HGNC:769	ASS1P6	ASSP6		NG_000848	451
HGNC:7690	NDUFA6		B14, LYRM6, CI-B14, NADHB14	NM_002490	4700
HGNC:7691	NDUFA7		B14.5a	NM_005001	4701
HGNC:7692	NDUFA8		PGIV, MGC793	NM_014222	4702
HGNC:7693	NDUFA9	NDUFS2L	SDR22E1, CI-39k	NM_005002	4704
HGNC:7694	NDUFAB1		SDAP, FASN2A, ACP	NM_005003	4706
HGNC:7695	NDUFB1		MNLL, CI-MNLL	NM_004545	4707
HGNC:7696	NDUFB10		PDSW	NM_004548	4716
HGNC:7697	NDUFB2		AGGG, CI-AGGG	NM_004546	4708
HGNC:7698	NDUFB3		B12	NM_002491	4709
HGNC:7699	NDUFB4		B15	NM_004547	4710
HGNC:77	ABL2	ABLL	ARG	NM_005158	27
HGNC:770	ASS1P7	ASSP7		NG_001079	339845
HGNC:7700	NDUFB5		SGDH, CI-SGDH, MGC12314	NM_002492	4711
HGNC:7701	NDUFB6		B17, CI	NM_002493	4712
HGNC:7702	NDUFB7		B18, CI-B18, MGC2480	NM_004146	4713
HGNC:7703	NDUFB8		ASHI, CI-ASHI	NM_005004	4714
HGNC:7704	NDUFB9		B22, UQOR22, LYRM3	NM_005005	4715
HGNC:7705	NDUFC1		KFYI	NM_002494	4717
HGNC:7706	NDUFC2		B14.5b, HLC-1	NM_004549	4718
HGNC:7707	NDUFS1		CI-75k	NM_005006	4719
HGNC:7708	NDUFS2		CI-49	NM_004550	4720
HGNC:771	ASS1P8	ASSP8		NG_003009	453
HGNC:7710	NDUFS3		CI-30	NM_004551	4722
HGNC:7711	NDUFS4		AQDQ, CI-18	NM_002495	4724
HGNC:7712	NDUFS5		CI-15k	NM_004552	4725
HGNC:7713	NDUFS6		CI-13kA	NM_004553	4726
HGNC:7714	NDUFS7		PSST, FLJ46880, FLJ45860, CI-20	NM_024407	374291
HGNC:7715	NDUFS8		TYKY, CI-23k	NM_002496	4728
HGNC:7716	NDUFV1		CI-51K	NM_007103	4723
HGNC:7717	NDUFV2		CI-24k	NM_021074	4729
HGNC:7718	NDUFV2P1				4730
HGNC:7719	NDUFV3		CI-10k		4731
HGNC:772	ASS1P9	ASSP9		NG_003022	454
HGNC:7720	NEB	NEM2	NEB177D	NM_004543	4703
HGNC:7723	NEDD1		GCP-WD, TUBGCP7		121441
HGNC:7727	NEDD4		KIAA0093, MGC176705, NEDD4-1, RPF1	NM_198400	4734
HGNC:7728	NEDD4L		KIAA0439, RSP5, NEDD4-2		23327
HGNC:7729	SEPT2	DIFF6, NEDD5	KIAA0158, hNedd5, Pnutl3	NM_006155	4735
HGNC:773	ASTN1	ASTN		NM_004319	460
HGNC:7732	NEDD8		Nedd-8	NM_006156	4738
HGNC:7733	NEDD9		HEF1, CAS-L, CASS2	NM_006403	4739
HGNC:7734	NEFM	NEF3	NFM, NF-M	NM_005382	4741
HGNC:7737	NEFH			NM_021076	4744
HGNC:7738	NEFHP1	NEFHL			339396
HGNC:7739	NEFL		NFL, CMT1F, CMT2E, NF68, PPP1R110	NM_006158	4747
HGNC:7740	NEFLL1				4748
HGNC:7744	NEK1		NY-REN-55, KIAA1901		4750
HGNC:7745	NEK2		NLK1, NEK2A, RP67, PPP1R111	NM_002497	4751
HGNC:7746	NEK3		HSPK36, MGC29949		4752
HGNC:7748	NEK5			NM_199289	341676
HGNC:7749	NEK6		SID6-1512	NM_014397	10783
HGNC:775	SERPINC1	AT3	ATIII, MGC22579	NM_000488	462
HGNC:7750	NELL1		IDH3GL, FLJ45906	NM_006157	4745
HGNC:7751	NELL2		NRP2	NM_006159	4753
HGNC:7754	NEO1		NGN, HsT17534, IGDCC2, NTN1R2	NM_002499	4756
HGNC:7756	NES		FLJ21841	NM_006617	10763
HGNC:7758	NEU1	NEU			4758
HGNC:7759	NEU2		SIAL2	NM_005383	4759
HGNC:7760	NEU3			NM_006656	10825
HGNC:7761	NEURL1	NEURL	h-neu, RNF67, neu-1		9148
HGNC:7762	NEUROD1	NEUROD	BETA2, BHF-1, NeuroD, bHLHa3, MODY6	NM_002500	4760
